Client Number	Status	Age	Gender	Dependent	Education	Marital_Status	Income Level	Card Category	Monthly Transaction	Total_Relationship_Count	Months Inactive 12M	Contacts Count 12M	Credit Limit	Total Revolving Bal	Total Open To Buy	Total Trans Amt	Zipcode	Tenure Year
721438233	Existing Customer	39	M	2	Post-Graduate	Single	$40K - $60K	Blue	31	6	3	3	3297	1761	1536	15580	19312	9
721440633	Existing Customer	55	F	1	High School	Single	Less than $40K	Blue	36	5	2	3	7982	897	7085	4387	19311	2
721443408	Existing Customer	46	M	2	Uneducated	Single	$120K +	Blue	33	6	2	3	34516	676	33840	3508	19310	2
721444758	Existing Customer	47	F	2	College	Married	Less than $40K	Blue	36	1	3	3	2780	2216	564	4980	19319	7
721445658	Existing Customer	52	F	2	Post-Graduate	Single	Less than $40K	Blue	34	3	3	3	6265	1677	4588	8162	19318	7
721448283	Attrited Customer	39	F	1	Graduate	Single	Less than $40K	Blue	26	3	3	1	1876	1536	340	2579	19092	3
721449408	Existing Customer	40	F	4	Unknown	Single	Less than $40K	Blue	25	6	2	1	2812	2029	783	4763	18073	3
721451208	Attrited Customer	54	M	2	Graduate	Single	$60K - $80K	Silver	45	2	3	2	30540	0	30540	1980	18074	9
721455558	Existing Customer	56	M	0	Graduate	Single	$60K - $80K	Blue	44	1	3	2	6828	1859	4969	14713	18916	2
721459008	Existing Customer	36	M	2	High School	Single	$120K +	Blue	36	4	1	2	11791	1168	10623	14885	18917	1
721460283	Attrited Customer	49	F	3	Post-Graduate	Single	Less than $40K	Blue	35	5	1	2	2214	915	1299	2144	18914	1
721461258	Existing Customer	53	M	0	High School	Married	$40K - $60K	Blue	39	5	2	2	2875	1671	1204	4399	18915	5
721462458	Existing Customer	52	F	3	High School	Married	Unknown	Blue	42	3	2	1	23858	1179	22679	3784	18912	4
721464783	Existing Customer	62	F	0	Graduate	Married	Less than $40K	Blue	36	3	2	2	1764	1540	224	2094	18913	5
721467258	Existing Customer	58	M	1	High School	Married	$40K - $60K	Blue	36	3	2	5	2165	1135	1030	1541	18910	7
721468533	Existing Customer	59	M	1	Graduate	Single	Unknown	Blue	36	1	5	2	12265	1412	10853	7470	12019	6
721469433	Existing Customer	48	M	3	Graduate	Single	$40K - $60K	Blue	36	5	2	3	6880	1390	5490	1784	12018	7
721473783	Existing Customer	35	F	3	Graduate	Married	Less than $40K	Blue	21	3	1	1	2272	604	1668	4614	12015	5
721475133	Existing Customer	54	F	1	Doctorate	Single	Unknown	Blue	36	6	3	4	26053	829	25224	2768	12010	7
721479108	Existing Customer	52	M	1	Uneducated	Single	$120K +	Blue	41	1	1	3	12764	0	12764	3332	13052	6
721480158	Attrited Customer	50	F	2	Unknown	Married	Less than $40K	Blue	43	3	3	2	1438.3	910	528.3	2370	13053	7
721483158	Existing Customer	47	M	3	Graduate	Married	$60K - $80K	Blue	29	4	3	3	7298	0	7298	4512	13051	2
721484283	Existing Customer	51	F	3	High School	Married	Less than $40K	Blue	36	4	2	1	3007	2517	490	4985	13056	7
721485708	Existing Customer	58	M	2	Uneducated	Married	$80K - $120K	Blue	46	6	1	3	9149	1806	7343	1220	13057	6
721486908	Existing Customer	51	F	5	High School	Single	Less than $40K	Blue	36	1	1	1	7645	2076	5569	7710	13054	4
721488858	Existing Customer	53	M	3	Uneducated	Married	$60K - $80K	Silver	38	1	3	2	32417	871	31546	14381	12833	9
721491258	Existing Customer	53	M	4	Graduate	Married	$80K - $120K	Blue	36	3	2	2	3924	2517	1407	1417	12832	5
721493883	Existing Customer	49	F	4	Unknown	Single	Less than $40K	Blue	35	5	2	2	5195	0	5195	3313	12831	8
721495458	Existing Customer	44	M	3	Graduate	Married	$60K - $80K	Blue	32	2	1	1	20001	0	20001	8094	12837	7
721498008	Existing Customer	44	F	3	Uneducated	Single	Less than $40K	Blue	35	5	2	2	1438.3	0	1438.3	3966	12836	6
721500108	Existing Customer	42	M	1	Graduate	Unknown	$60K - $80K	Blue	32	5	3	2	3741	0	3741	4402	12835	2
721501308	Existing Customer	41	M	3	High School	Single	Less than $40K	Blue	33	6	3	1	7015	918	6097	4410	12834	2
721502958	Existing Customer	54	M	1	High School	Married	$120K +	Blue	42	5	3	3	3251	1919	1332	1406	12839	3
721505358	Existing Customer	41	F	3	Unknown	Married	Less than $40K	Blue	34	3	6	2	2679	2214	465	4682	12838	10
721506708	Existing Customer	54	M	1	Uneducated	Unknown	$80K - $120K	Blue	46	4	1	4	6249	2517	3732	3988	12016	4
721508283	Existing Customer	47	F	1	Graduate	Married	Less than $40K	Blue	36	4	2	1	8322	0	8322	3700	12583	9
721509558	Existing Customer	51	M	2	Graduate	Married	$120K +	Blue	42	3	3	0	24221	1707	22514	1678	13678	5
721511883	Existing Customer	40	F	3	Graduate	Single	Less than $40K	Blue	28	6	2	2	1709	0	1709	4981	13679	1
721513833	Existing Customer	35	M	0	High School	Divorced	$40K - $60K	Blue	36	6	3	2	5619	1504	4115	2808	13673	10
721514883	Existing Customer	38	M	1	Graduate	Single	$80K - $120K	Blue	25	5	0	1	16665	1147	15518	4657	13670	6
721517208	Existing Customer	41	M	4	Unknown	Married	Less than $40K	Blue	30	4	6	1	2450	1967	483	1263	13671	0
721519908	Existing Customer	29	F	1	Uneducated	Single	Less than $40K	Blue	36	1	2	1	3640	1419	2221	13306	13674	6
721522533	Existing Customer	48	F	4	Graduate	Single	Less than $40K	Blue	35	6	3	2	2005	1143	862	4311	13675	7
721523658	Existing Customer	46	M	5	High School	Unknown	$120K +	Blue	26	4	3	3	34516	772	33744	3699	12208	3
721524858	Existing Customer	51	F	2	Unknown	Married	Less than $40K	Blue	37	1	2	3	7098	1829	5269	13139	12209	7
721525758	Existing Customer	45	M	5	Doctorate	Married	$80K - $120K	Blue	35	2	2	2	2226	1229	997	4928	12206	9
721527858	Attrited Customer	52	F	3	High School	Married	Less than $40K	Blue	40	3	5	1	2003	1735	268	2343	12207	6
721529583	Existing Customer	52	M	3	High School	Single	$80K - $120K	Blue	41	6	3	3	4642	2413	2229	3532	12201	8
721530633	Existing Customer	51	F	2	Graduate	Single	$40K - $60K	Blue	36	1	1	1	3785	1329	2456	15209	12202	2
721531683	Existing Customer	44	F	4	Graduate	Single	Unknown	Blue	36	3	1	3	8482	0	8482	4076	12203	6
721532583	Attrited Customer	45	M	4	Graduate	Married	$80K - $120K	Blue	36	5	3	4	12250	2165	10085	1995	14120	6
721537683	Existing Customer	50	F	3	Post-Graduate	Married	Unknown	Blue	41	3	3	3	5471	1342	4129	4002	14303	8
721538883	Existing Customer	45	M	4	Graduate	Single	$40K - $60K	Silver	37	4	3	4	15578	0	15578	4449	14302	8
734909358	Existing Customer	43	M	4	Graduate	Single	$80K - $120K	Blue	33	4	1	1	6548	1244	5304	4354	14301	9
734924658	Existing Customer	47	F	5	High School	Married	Less than $40K	Blue	36	5	3	1	1478	792	686	4123	14305	7
735008958	Existing Customer	42	M	5	Unknown	Married	$60K - $80K	Blue	35	6	3	2	13650	1253	12397	1703	14304	7
735417408	Existing Customer	37	M	2	High School	Married	$60K - $80K	Blue	30	4	1	2	2218	1266	952	1941	12469	1
735565158	Existing Customer	46	M	4	Graduate	Married	$60K - $80K	Blue	33	6	2	2	21548	1180	20368	1582	12204	1
735825258	Existing Customer	39	M	2	High School	Single	Less than $40K	Blue	32	4	1	4	4423	1643	2780	15467	14144	6
736145283	Existing Customer	43	M	2	College	Married	$80K - $120K	Blue	24	6	1	4	1669	0	1669	3591	14141	9
736552308	Existing Customer	48	F	4	Graduate	Married	Less than $40K	Blue	41	3	1	3	3521	672	2849	3291	14143	5
736786908	Existing Customer	48	F	2	College	Married	Less than $40K	Blue	41	2	2	2	5550	2517	3033	6984	13488	9
736893108	Existing Customer	33	F	2	Doctorate	Single	Less than $40K	Blue	26	2	3	2	1438.3	0	1438.3	4196	13325	5
737052258	Existing Customer	62	F	1	Unknown	Single	Less than $40K	Blue	55	6	1	1	5284	2517	2767	4525	13326	3
737921733	Attrited Customer	62	F	1	Unknown	Single	Less than $40K	Blue	55	3	3	3	1892	1604	288	1581	13327	3
737925558	Existing Customer	64	M	0	Doctorate	Married	$40K - $60K	Blue	56	3	2	2	4234	1893	2341	1439	13320	6
737933883	Existing Customer	34	M	1	High School	Married	$60K - $80K	Blue	27	3	1	2	8063	2149	5914	2042	13321	0
737944908	Existing Customer	58	M	2	Unknown	Married	$60K - $80K	Blue	51	4	2	2	14976	1463	13513	1599	13322	5
737952333	Existing Customer	64	M	1	Graduate	Single	Less than $40K	Blue	56	3	1	5	2586	0	2586	3435	13323	10
737962608	Existing Customer	48	F	4	College	Divorced	Less than $40K	Blue	41	4	3	2	3745	2517	1228	4550	13329	3
737967708	Existing Customer	52	F	1	Unknown	Married	$40K - $60K	Blue	45	5	1	1	1611	938	673	4087	12983	5
737971833	Existing Customer	38	M	1	Graduate	Married	$60K - $80K	Blue	31	6	3	3	2405	1553	852	2503	14803	3
737982408	Existing Customer	33	M	1	College	Single	$80K - $120K	Blue	26	4	3	4	19136	1608	17528	2501	14806	7
737986083	Existing Customer	46	M	3	High School	Single	$60K - $80K	Blue	39	4	1	4	23642	2049	21593	3139	13486	0
738062658	Existing Customer	57	M	3	Graduate	Single	$80K - $120K	Blue	50	2	3	3	17096	1762	15334	4231	14784	10
738195708	Existing Customer	47	M	2	Graduate	Divorced	$80K - $120K	Blue	40	6	1	3	16741	1225	15516	3608	14758	9
738406533	Existing Customer	59	M	1	Doctorate	Married	$40K - $60K	Blue	52	3	2	2	2548	2020	528	1719	14756	1
738627708	Attrited Customer	49	F	2	Unknown	Single	Unknown	Blue	41	5	3	4	5984	0	5984	1838	14757	1
738749733	Existing Customer	57	F	4	Doctorate	Married	Unknown	Blue	47	4	3	3	7345	1814	5531	1390	14750	10
738899658	Attrited Customer	45	F	2	Graduate	Single	Unknown	Blue	38	6	2	3	3120	2517	603	2468	14752	9
739021908	Existing Customer	56	F	2	Unknown	Married	$40K - $60K	Blue	49	3	3	2	3681	0	3681	13222	14753	9
739117233	Existing Customer	57	M	3	High School	Married	$120K +	Blue	50	3	3	2	3205	1530	1675	2126	13483	9
739317558	Existing Customer	48	M	5	Graduate	Married	$80K - $120K	Blue	35	4	3	3	9030	2369	6661	4899	13157	8
739594758	Attrited Customer	51	F	2	Graduate	Single	Less than $40K	Blue	44	6	3	2	3181	2517	664	818	13155	2
739692933	Existing Customer	46	F	2	Unknown	Single	$40K - $60K	Blue	29	4	2	4	3126	2517	609	1638	13153	10
739828308	Existing Customer	55	M	3	Uneducated	Single	$120K +	Blue	48	5	2	2	3088	1743	1345	3906	13152	8
740065833	Existing Customer	47	F	3	Graduate	Single	Less than $40K	Silver	40	1	2	2	11128	2517	8611	8526	13159	6
740784258	Existing Customer	47	F	2	College	Single	Less than $40K	Blue	40	4	3	3	1789	1088	701	4191	12974	6
740852733	Existing Customer	49	M	3	High School	Married	$80K - $120K	Blue	42	4	1	2	10155	1805	8350	1685	12973	9
741116058	Existing Customer	48	M	2	Graduate	Married	$40K - $60K	Blue	41	5	2	4	2582	1399	1183	2144	13738	6
741344808	Existing Customer	39	F	2	Graduate	Married	Less than $40K	Blue	32	4	2	4	5634	2057	3577	2905	12128	6
741517458	Attrited Customer	49	F	4	Graduate	Married	Less than $40K	Blue	42	2	4	3	2575	2517	58	1874	12121	7
741778458	Existing Customer	54	F	2	Unknown	Single	Less than $40K	Blue	47	3	2	3	2341	1550	791	3406	12123	3
742552683	Existing Customer	44	F	3	High School	Married	Less than $40K	Blue	31	6	2	5	1438.3	688	750.3	4208	12122	1
742572558	Existing Customer	32	F	0	High School	Divorced	Unknown	Blue	25	5	3	1	12268	1165	11103	4905	14729	1
742778358	Existing Customer	44	M	1	Graduate	Single	$60K - $80K	Blue	37	3	1	4	16739	1229	15510	4014	14880	8
742865883	Attrited Customer	46	F	3	Unknown	Single	$40K - $60K	Blue	39	4	3	3	9110	2517	6593	5290	14269	5
743265108	Existing Customer	37	M	4	College	Single	$60K - $80K	Blue	30	5	1	4	15936	827	15109	2477	14264	5
743420208	Existing Customer	47	F	2	College	Single	Less than $40K	Blue	40	2	2	2	4822	1882	2940	13816	14265	3
743590608	Existing Customer	50	M	2	High School	Married	$60K - $80K	Blue	43	6	3	4	21869	950	20919	4233	14267	1
743800833	Existing Customer	53	F	3	College	Married	$40K - $60K	Blue	46	2	1	1	2304	1144	1160	4505	14260	1
743912958	Existing Customer	39	F	1	Graduate	Single	$40K - $60K	Blue	32	3	3	1	3812	1103	2709	4080	14261	1
744231708	Existing Customer	45	F	2	Graduate	Married	Less than $40K	Blue	38	3	3	3	1513	788	725	4166	14263	9
744307008	Existing Customer	51	M	1	Uneducated	Married	$60K - $80K	Blue	44	4	2	3	4988	0	4988	3890	14068	4
744483633	Existing Customer	35	M	3	Graduate	Married	$120K +	Blue	28	4	3	2	14869	0	14869	2753	14066	1
744705408	Existing Customer	48	F	4	Graduate	Single	Unknown	Blue	41	5	3	2	5239	1172	4067	4241	14067	5
744764433	Existing Customer	55	M	2	Uneducated	Married	$120K +	Blue	48	5	2	3	30967	817	30150	1473	14065	2
745124658	Existing Customer	42	F	3	High School	Single	Less than $40K	Blue	35	5	2	1	2563	1579	984	4838	14062	1
745435533	Existing Customer	44	M	2	Unknown	Married	$80K - $120K	Blue	37	6	1	3	2617	2517	100	3104	14063	1
745853283	Existing Customer	38	F	1	Graduate	Married	Unknown	Blue	31	3	1	3	7234	0	7234	5198	14060	4
746453583	Existing Customer	56	F	1	Unknown	Married	$40K - $60K	Blue	49	2	2	2	2604	1395	1209	4498	14061	3
747074058	Existing Customer	47	F	3	Unknown	Single	Unknown	Blue	40	1	3	0	7114	1637	5477	4758	13672	6
747107508	Existing Customer	56	F	3	Graduate	Single	Less than $40K	Blue	49	4	3	1	2433	1947	486	4269	13495	5
747208083	Existing Customer	49	M	4	Graduate	Single	$40K - $60K	Blue	42	3	3	2	2822	1501	1321	4344	13676	9
747551658	Existing Customer	47	M	3	High School	Unknown	$80K - $120K	Silver	40	5	3	2	34516	1371	33145	15930	13677	6
747885858	Existing Customer	39	F	2	Graduate	Single	Less than $40K	Blue	31	5	3	3	8325	2048	6277	14571	13401	3
748194633	Existing Customer	60	F	1	Graduate	Divorced	Less than $40K	Blue	53	5	5	3	2903	1251	1652	4555	13403	0
748326258	Existing Customer	48	M	3	College	Married	$80K - $120K	Blue	41	4	5	3	12302	1632	10670	1483	13402	8
748503708	Existing Customer	54	F	1	High School	Single	Less than $40K	Blue	47	6	4	3	2797	1627	1170	1566	13404	1
748617858	Existing Customer	35	M	5	Uneducated	Single	$60K - $80K	Blue	28	4	2	3	4587	1704	2883	2968	13407	4
748827033	Existing Customer	44	M	3	Graduate	Divorced	$60K - $80K	Blue	37	5	2	3	3290	0	3290	4780	13406	2
749067633	Existing Customer	45	F	2	Unknown	Married	Less than $40K	Blue	38	3	2	3	3682	0	3682	4015	13409	0
749211483	Existing Customer	52	F	0	College	Married	$40K - $60K	Blue	45	4	2	1	4597	1905	2692	4932	13408	3
749571633	Existing Customer	44	F	2	College	Unknown	Unknown	Blue	37	4	3	3	5589	1336	4253	4262	12205	7
749722908	Existing Customer	43	M	2	Post-Graduate	Married	$120K +	Blue	36	3	3	2	10700	1346	9354	4054	14564	9
750147483	Existing Customer	49	M	2	High School	Single	$80K - $120K	Blue	37	6	1	4	24299	2517	21782	5320	14560	3
750690258	Existing Customer	49	F	2	Graduate	Married	Less than $40K	Blue	39	2	3	3	2821	1995	826	8220	14569	7
750995508	Attrited Customer	41	M	3	Unknown	Single	$60K - $80K	Blue	32	1	3	3	4697	1046	3651	1679	13210	10
751076058	Existing Customer	44	F	4	Unknown	Married	Unknown	Blue	37	4	3	3	5826	0	5826	3756	13211	9
751143858	Existing Customer	59	F	1	High School	Single	Unknown	Blue	52	2	1	1	7427	2421	5006	4636	13212	0
751150233	Existing Customer	43	M	5	Graduate	Single	Less than $40K	Blue	36	3	2	2	1438.3	0	1438.3	4459	13214	7
751155783	Existing Customer	47	F	2	High School	Married	$40K - $60K	Blue	40	2	1	3	4074	1868	2206	15005	13215	2
751166508	Existing Customer	57	M	3	Post-Graduate	Single	$80K - $120K	Blue	50	3	1	1	34516	2293	32223	14287	13218	3
751227183	Existing Customer	36	M	2	Unknown	Single	$80K - $120K	Blue	29	3	3	5	5346	1539	3807	2283	13219	1
751283658	Existing Customer	42	F	4	Unknown	Single	$40K - $60K	Blue	35	4	3	3	1786	1316	470	4306	14452	9
751350558	Existing Customer	57	F	1	High School	Married	Less than $40K	Blue	50	3	2	2	1609	0	1609	4770	12053	8
751381458	Existing Customer	43	F	3	College	Married	Unknown	Blue	36	3	3	4	27175	775	26400	3814	12054	1
751422258	Existing Customer	45	F	4	Graduate	Married	Less than $40K	Blue	38	6	3	2	5583	0	5583	3317	13021	2
751450008	Existing Customer	41	M	1	Post-Graduate	Single	$40K - $60K	Blue	32	3	2	4	10266	1390	8876	1720	13020	8
751469808	Existing Customer	36	M	3	Graduate	Married	$120K +	Blue	29	5	2	4	12852	1945	10907	1606	13027	4
751487358	Existing Customer	39	F	3	Graduate	Married	Less than $40K	Blue	32	5	6	3	3221	0	3221	1765	13029	6
751518633	Attrited Customer	48	M	5	Post-Graduate	Single	$120K +	Silver	41	5	3	1	34516	2517	31999	2260	13028	1
751563933	Existing Customer	43	F	3	High School	Married	Less than $40K	Blue	36	3	3	2	9484	2451	7033	7242	13603	7
751607058	Existing Customer	45	M	2	Doctorate	Married	$120K +	Blue	38	4	3	3	1686	0	1686	4413	13602	8
751974258	Existing Customer	51	M	3	Unknown	Unknown	$120K +	Blue	44	2	2	3	11954	0	11954	7345	13601	5
752085108	Existing Customer	39	F	2	Graduate	Married	$40K - $60K	Blue	29	3	5	2	4955	1157	3798	1824	13607	8
752199183	Existing Customer	51	F	1	Uneducated	Married	Unknown	Blue	44	6	2	1	3553	0	3553	4923	13606	6
752573508	Existing Customer	45	F	3	High School	Single	$40K - $60K	Blue	26	3	2	4	4034	1867	2167	3718	13605	7
752604633	Attrited Customer	57	M	2	College	Married	$40K - $60K	Blue	50	2	5	3	6462	0	6462	761	13608	6
752648883	Existing Customer	49	F	2	College	Single	Less than $40K	Blue	41	6	3	1	2018	1366	652	4842	12235	2
752666508	Existing Customer	41	M	4	College	Married	$80K - $120K	Silver	34	4	3	3	34516	1347	33169	1005	12234	2
752766783	Existing Customer	43	F	4	Graduate	Divorced	Unknown	Blue	36	5	2	2	11536	2074	9462	4106	12237	4
752944533	Existing Customer	45	F	5	High School	Married	Less than $40K	Blue	34	4	1	2	2030	1269	761	5067	12236	0
752952108	Existing Customer	37	M	4	Graduate	Married	$80K - $120K	Blue	26	6	2	3	2846	1818	1028	1473	12233	7
753094533	Existing Customer	51	M	3	Uneducated	Married	$80K - $120K	Blue	44	3	3	3	24028	0	24028	3531	12232	3
753118533	Existing Customer	38	F	2	Doctorate	Single	Less than $40K	Blue	31	6	3	2	1555	986	569	4686	12238	6
753208833	Existing Customer	43	F	5	Uneducated	Married	$40K - $60K	Blue	36	5	3	2	2311	1320	991	3967	13290	1
753220383	Attrited Customer	29	M	0	Graduate	Single	$120K +	Blue	22	2	2	3	11722	0	11722	8302	12946	3
753226158	Existing Customer	34	F	2	Graduate	Married	Less than $40K	Blue	24	6	2	2	3663	1853	1810	1826	12043	5
753233733	Existing Customer	38	M	1	Graduate	Single	$80K - $120K	Blue	29	3	3	3	2155	1290	865	3781	12041	5
753327333	Existing Customer	41	M	3	Unknown	Married	$80K - $120K	Blue	34	4	4	1	13535	1291	12244	1028	12046	5
753365883	Attrited Customer	44	F	3	Unknown	Single	Unknown	Blue	37	3	2	3	1900	0	1900	2298	12047	1
753443583	Existing Customer	43	F	1	High School	Single	$40K - $60K	Blue	36	5	2	1	8156	0	8156	3992	12045	3
753534633	Existing Customer	42	M	3	High School	Single	$60K - $80K	Blue	35	4	3	3	7255	0	7255	3148	13319	10
753606108	Existing Customer	56	M	3	Unknown	Single	$60K - $80K	Blue	49	3	1	3	1438.3	0	1438.3	1093	13318	7
753642933	Existing Customer	52	F	3	High School	Single	Less than $40K	Blue	45	3	3	0	2728	1365	1363	4293	13317	7
753795633	Attrited Customer	48	F	2	Uneducated	Married	Less than $40K	Blue	41	5	3	2	2964	2517	447	2327	13316	2
753856008	Existing Customer	49	F	2	Unknown	Unknown	$40K - $60K	Blue	42	6	1	4	4949	1495	3454	3597	13312	8
754282908	Existing Customer	50	F	1	Post-Graduate	Married	Less than $40K	Blue	43	3	1	3	3368	844	2524	2022	14839	4
754443033	Attrited Customer	50	M	1	Graduate	Single	$80K - $120K	Silver	43	6	3	3	34516	432	34084	9045	12860	0
754457883	Existing Customer	49	M	2	Unknown	Single	Less than $40K	Blue	42	4	2	2	4834	0	4834	1876	12861	7
754480233	Existing Customer	50	M	2	Post-Graduate	Divorced	$40K - $60K	Blue	43	5	2	4	3525	0	3525	4742	12862	3
754564308	Existing Customer	46	F	3	Graduate	Married	$40K - $60K	Blue	39	3	3	2	2644	2126	518	3601	12863	7
754599558	Existing Customer	40	F	3	College	Single	Less than $40K	Blue	33	5	3	1	7207	2002	5205	3825	12864	2
754654383	Existing Customer	30	M	2	High School	Married	Less than $40K	Blue	23	4	2	0	2997	1393	1604	1577	12865	5
754671558	Existing Customer	50	F	3	Unknown	Single	Less than $40K	Blue	43	6	1	4	2999	1958	1041	2073	12866	1
754851783	Existing Customer	39	M	4	High School	Married	$60K - $80K	Blue	32	4	2	2	19198	2218	16980	4423	14767	9
754872333	Existing Customer	50	M	2	Graduate	Married	$120K +	Blue	43	3	1	3	20114	0	20114	4740	14766	1
754886958	Existing Customer	48	F	3	College	Divorced	$40K - $60K	Blue	41	4	1	3	9336	1672	7664	1391	14760	5
754897008	Existing Customer	46	M	3	High School	Single	$40K - $60K	Blue	39	2	3	2	9432	1418	8014	1319	14769	0
754968033	Existing Customer	40	F	4	High School	Married	Less than $40K	Blue	33	4	5	3	1762	1224	538	4899	13682	1
755212608	Attrited Customer	50	M	2	Unknown	Married	$40K - $60K	Blue	43	4	3	3	13067	0	13067	5468	13680	3
755220783	Existing Customer	51	M	1	Doctorate	Married	$80K - $120K	Blue	44	5	2	4	8031	1167	6864	3576	13687	1
755247108	Existing Customer	50	F	2	Doctorate	Single	Less than $40K	Blue	43	4	1	0	3206	0	3206	4731	13685	9
755262933	Existing Customer	56	M	2	Post-Graduate	Married	$60K - $80K	Blue	49	5	3	4	1438.3	0	1438.3	1446	13684	7
755273658	Existing Customer	52	F	2	Graduate	Married	Less than $40K	Blue	45	3	3	3	2548	1683	865	2055	13108	2
755305683	Existing Customer	45	M	5	Graduate	Married	$60K - $80K	Blue	38	5	1	4	8983	0	8983	15163	13104	1
755365233	Existing Customer	34	M	1	Graduate	Unknown	$60K - $80K	Blue	27	5	2	4	19900	1581	18319	3948	13107	2
755399433	Existing Customer	43	M	3	Uneducated	Married	$80K - $120K	Blue	36	6	1	2	28634	926	27708	4549	13101	4
755420433	Existing Customer	59	F	1	Graduate	Married	Unknown	Blue	52	2	3	3	10133	1417	8716	1068	13103	4
755437533	Existing Customer	48	F	4	Graduate	Single	Less than $40K	Blue	41	3	3	2	1522	1273	249	5005	13261	9
755467683	Attrited Customer	48	F	1	Graduate	Single	Less than $40K	Blue	41	6	2	4	3001	482	2519	2403	12987	1
755593983	Existing Customer	50	F	1	Graduate	Married	Unknown	Blue	43	6	1	2	7985	0	7985	3873	12985	6
