name,short_name,gender,birth_date,country,discipline,function,url
VARELA Santiago,VARELA S,Male,1968-09-08,Spain,Equestrian,Course Designer,../../../en/results/equestrian/athlete-profile-n1504996-varela-santiago.htm
VARVODIC Josip,VARVODIC J,Male,1985-08-03,Croatia,Diving,Judge,../../../en/results/diving/athlete-profile-n1572001-varvodic-josip.htm
VARVODIC Josip,VARVODIC J,Male,1985-08-03,Croatia,Water Polo,Judge,../../../en/results/water-polo/athlete-profile-n1572001-varvodic-josip.htm
VASYLYNCHUK Pavlo,VASYLYNCHUK P,Male,1981-02-21,Ukraine,Boxing,Judge,../../../en/results/boxing/athlete-profile-n1538625-vasylynchuk-pavlo.htm
VAZQUEZ CALERO Wilfredo,VAZQUEZ CALERO W,Male,1971-08-19,Cuba,Boxing,Judge,../../../en/results/boxing/athlete-profile-n1538683-vazquez-calero-wilfredo.htm
VAZQUEZ Francisco,VAZQUEZ F,Male,1976-10-05,Spain,Hockey,Umpire,../../../en/results/hockey/athlete-profile-n1561075-vazquez-francisco.htm
VENEGAS Lucila,VENEGAS L,Female,1981-04-23,Mexico,Football,Referee,../../../en/results/football/athlete-profile-n1562054-venegas-lucila.htm
VERBEEK Francis,VERBEEK F,Female,1956-04-27,Netherlands,Equestrian,Jury Member,../../../en/results/equestrian/athlete-profile-n1505003-verbeek-francis.htm
VEYRAT Emmanuel,VEYRAT E,Male,1984-08-06,France,Wrestling,Judge,../../../en/results/wrestling/athlete-profile-n1510932-veyrat-emmanuel.htm
VIDOT Aurelie,VIDOT A,Female,1980-11-23,France,Basketball,Jury Member,../../../en/results/basketball/athlete-profile-n1312394-vidot-aurelie.htm
VIGLIANO Mauro,VIGLIANO M,Male,1975-08-05,Argentina,Football,Video Assistant Referee (VAR),../../../en/results/football/athlete-profile-n1561950-vigliano-mauro.htm
VILARINO Manuel,VILARINO M,Male,1981-12-15,Argentina,Boxing,Judge,../../../en/results/boxing/athlete-profile-n1503854-vilarino-manuel.htm
VILLARREAL Angel Luis,VILLARREAL AL,Male,1955-10-10,United States of America,Boxing,Judge,../../../en/results/boxing/athlete-profile-n1538626-villarreal-angel-luis.htm
VILLAS-BOAS Maria Amelia,VILLAS-BOAS MA,Female,1957-07-05,Brazil,Beach Volleyball,Referee,../../../en/results/beach-volleyball/athlete-profile-n1629832-villas-boas-maria-amelia.htm
VILLET Charles,VILLET C,Male,1964-11-15,South Africa,Wrestling,Judge,../../../en/results/wrestling/athlete-profile-n1534474-villet-charles.htm
VOEVODIN Arkadiy,VOEVODIN A,Male,1971-01-23,Russian Federation,Water Polo,Referee,../../../en/results/water-polo/athlete-profile-n1699554-voevodin-arkadiy.htm
VYAS Mayur Jansukhlal,VYAS MJ,Male,1958-07-20,India,Diving,Judge,../../../en/results/diving/athlete-profile-n1572022-vyas-mayur-jansukhlal.htm
WAH Eric,WAH E,Male,1954-02-27,Canada,Taekwondo,Referee,../../../en/results/taekwondo/athlete-profile-n1534340-wah-eric.htm
WAITH John,WAITH J,Male,1952-05-28,Great Britain,Boxing,Judge,../../../en/results/boxing/athlete-profile-n1558392-waith-john.htm
WALDOW John,WALDOW J,Male,1964-09-02,New Zealand,Water Polo,Referee,../../../en/results/water-polo/athlete-profile-n1571981-waldow-john.htm
WANG Lijun,WANG L,Female,1975-07-10,People's Republic of China,Beach Volleyball,Referee,../../../en/results/beach-volleyball/athlete-profile-n1629647-wang-lijun.htm
WANG Xinzhai,WANG X,Male,1973-07-21,People's Republic of China,Diving,Judge,../../../en/results/diving/athlete-profile-n1572089-wang-xinzhai.htm
WANG Xinzhai,WANG X,Male,1973-07-21,People's Republic of China,Water Polo,Judge,../../../en/results/water-polo/athlete-profile-n1572089-wang-xinzhai.htm
WANGLER Marcelo,WANGLER M,Male,1960-01-15,Brazil,Beach Volleyball,Referee,../../../en/results/beach-volleyball/athlete-profile-n1722422-wangler-marcelo.htm
WATANABE Akiko,WATANABE A,Female,1978-01-14,Japan,Volleyball,Referee,../../../en/results/volleyball/athlete-profile-n1362919-watanabe-akiko.htm
WATANABE Chie,WATANABE C,Female,1993-09-17,Japan,Volleyball,Referee,../../../en/results/volleyball/athlete-profile-n1362901-watanabe-chie.htm
WATANABE Haruka,WATANABE H,Female,1987-07-16,Japan,Wrestling,Judge,../../../en/results/wrestling/athlete-profile-n1460327-watanabe-haruka.htm
WATANABE Nahoko,WATANABE N,Female,1978-05-25,Japan,Volleyball,Referee,../../../en/results/volleyball/athlete-profile-n1360948-watanabe-nahoko.htm
WATANABE Takashi,WATANABE T,Male,1983-08-21,Japan,Judo,Judge,../../../en/results/judo/athlete-profile-n1511497-watanabe-takashi.htm
WATANABE Tatsuya,WATANABE T,Male,1988-11-09,Japan,Handball,Referee,../../../en/results/handball/athlete-profile-n1551090-watanabe-tatsuya.htm
WATANABE Yokichi,WATANABE Y,Male,1964-07-15,Japan,Wrestling,Judge,../../../en/results/wrestling/athlete-profile-n1409076-watanabe-yokichi.htm
WENGENROTH MARTINELLI Ursula,WENGENROTH MARTINE,Female,1964-11-12,Switzerland,Water Polo,Referee,../../../en/results/water-polo/athlete-profile-n1571964-wengenroth-martinelli-ursula.htm
WEST John,WEST J,Male,1962-06-06,New Zealand,Diving,Judge,../../../en/results/diving/athlete-profile-n1573214-west-john.htm
WEST John,WEST J,Male,1962-06-06,New Zealand,Water Polo,Judge,../../../en/results/water-polo/athlete-profile-n1573214-west-john.htm
WETTERWIK Mattias,WETTERWIK M,Male,1983-08-06,Sweden,Handball,Referee,../../../en/results/handball/athlete-profile-n1421598-wetterwik-mattias.htm
WEYESA Bamlaku Tessema,WEYESA B,Male,1980-12-30,Ethiopia,Football,Referee,../../../en/results/football/athlete-profile-n1562049-weyesa-bamlaku-tessema.htm
WILLIS Dion,WILLIS D,Male,1967-10-25,South Africa,Water Polo,Referee,../../../en/results/water-polo/athlete-profile-n1571983-willis-dion.htm
WILSON Sarah,WILSON S,Female,1988-08-16,Great Britain,Hockey,Umpire,../../../en/results/hockey/athlete-profile-n1322063-wilson-sarah.htm
WRIGHT Lisa,WRIGHT L,Female,1986-12-19,New Zealand,Diving,Judge,../../../en/results/diving/athlete-profile-n1572020-wright-lisa.htm
WRIGHT Peter,WRIGHT P,Male,1973-10-28,South Africa,Hockey,Umpire,../../../en/results/hockey/athlete-profile-n1321841-wright-peter.htm
WU Yu Ting,WU YT,Female,1994-05-19,Chinese Taipei,Taekwondo,Referee,../../../en/results/taekwondo/athlete-profile-n1497195-wu-yu-ting.htm
WUEST Katrina,WUEST K,Female,1950-08-27,Germany,Equestrian,Jury President,../../../en/results/equestrian/athlete-profile-n1505001-wuest-katrina.htm
YADA Yoshiaki,YADA Y,Male,1985-04-26,Japan,Beach Volleyball,Referee,../../../en/results/beach-volleyball/athlete-profile-n1447841-yada-yoshiaki.htm
YAHAGI Takanori,YAHAGI T,Male,1964-08-16,Japan,Diving,Judge,../../../en/results/diving/athlete-profile-n1359191-yahagi-takanori.htm
YAHIA CHERIF Mohammed,YAHIA CHERIF M,Male,1956-10-24,Algeria,Diving,Judge,../../../en/results/diving/athlete-profile-n1573188-yahia-cherif-mohammed.htm
YAHIA CHERIF Mohammed,YAHIA CHERIF M,Male,1956-10-24,Algeria,Water Polo,Judge,../../../en/results/water-polo/athlete-profile-n1573188-yahia-cherif-mohammed.htm
YAMADA Emi,YAMADA E,Female,1980-01-08,Japan,Hockey,Umpire,../../../en/results/hockey/athlete-profile-n1321847-yamada-emi.htm
YAMAGISHI Yuji,YAMAGISHI Y,Male,1972-04-06,Japan,Judo,Judge,../../../en/results/judo/athlete-profile-n1511474-yamagishi-yuji.htm
YAMAGUCHI Shigeo,YAMAGUCHI S,Male,1978-09-28,Japan,Handball,Referee,../../../en/results/handball/athlete-profile-n1560697-yamaguchi-shigeo.htm
YAMAMOTO Masayasu,YAMAMOTO M,Male,1986-11-08,Japan,Beach Volleyball,Referee,../../../en/results/beach-volleyball/athlete-profile-n1488706-yamamoto-masayasu.htm
YAMASAKI Kimihiro,YAMASAKI K,Male,1977-02-18,Japan,Beach Volleyball,Referee,../../../en/results/beach-volleyball/athlete-profile-n1485404-yamasaki-kimihiro.htm
YAMASHITA Akira,YAMASHITA A,Male,1981-09-21,Japan,Volleyball,Referee,../../../en/results/volleyball/athlete-profile-n1361998-yamashita-akira.htm
YAMASHITA Tomonori,YAMASHITA T,Male,1968-12-26,Japan,Handball,Referee,../../../en/results/handball/athlete-profile-n1559481-yamashita-tomonori.htm
YAMASHITA Yoshimi,YAMASHITA Y,Female,1986-02-20,Japan,Football,Referee,../../../en/results/football/athlete-profile-n1562055-yamashita-yoshimi.htm
YANAGI Kazuhiro,YANAGI K,Male,1976-08-07,Japan,Taekwondo,Referee,../../../en/results/taekwondo/athlete-profile-n1533548-yanagi-kazuhiro.htm
YANO Hiroyuki,YANO H,Male,1969-11-22,Japan,Volleyball,Referee,../../../en/results/volleyball/athlete-profile-n1362735-yano-hiroyuki.htm
YARKONI Idan,YARKONI I,Male,1982-10-28,Israel,Football,Assistant Referee,../../../en/results/football/athlete-profile-n1562056-yarkoni-idan.htm
YASUDA Yuji,YASUDA Y,Male,1976-08-16,Japan,Volleyball,Referee,../../../en/results/volleyball/athlete-profile-n1363369-yasuda-yuji.htm
YILMAZ Mehmet,YILMAZ M,Male,1967-03-01,Turkey,Judo,Judge,../../../en/results/judo/athlete-profile-n1341766-yilmaz-mehmet.htm
YOKOSUKA Takayuki,YOKOSUKA T,Male,1984-02-22,Japan,Volleyball,Referee,../../../en/results/volleyball/athlete-profile-n1363553-yokosuka-takayuki.htm
YOSHIDA Masumi,YOSHIDA M,Male,1978-01-20,Japan,Volleyball,Referee,../../../en/results/volleyball/athlete-profile-n1363368-yoshida-masumi.htm
YOSHIDA Toshio,YOSHIDA T,Male,1970-09-21,Japan,Judo,Judge,../../../en/results/judo/athlete-profile-n1511472-yoshida-toshio.htm
YOSHIDA Yudai,YOSHIDA Y,Male,1986-04-11,Japan,Handball,Referee,../../../en/results/handball/athlete-profile-n1557109-yoshida-yudai.htm
YOSHIMOTO Osamu,YOSHIMOTO O,Male,1970-01-16,Japan,Wrestling,Judge,../../../en/results/wrestling/athlete-profile-n1459914-yoshimoto-osamu.htm
YOSHIOKA Nana,YOSHIOKA N,Female,1997-07-23,Japan,Volleyball,Referee,../../../en/results/volleyball/athlete-profile-n1360947-yoshioka-nana.htm
YOSHITANI Yusuke,YOSHITANI Y,Male,1982-06-18,Japan,Beach Volleyball,Referee,../../../en/results/beach-volleyball/athlete-profile-n1442957-yoshitani-yusuke.htm
YOUNES Walid,YOUNES W,Male,1966-07-20,Switzerland,Taekwondo,Referee,../../../en/results/taekwondo/athlete-profile-n1534343-younes-walid.htm
YUAN Haoran,YUAN H,Male,1973-05-02,People's Republic of China,Diving,Judge,../../../en/results/diving/athlete-profile-n1571975-yuan-haoran.htm
YUAN Haoran,YUAN H,Male,1973-05-02,People's Republic of China,Water Polo,Judge,../../../en/results/water-polo/athlete-profile-n1571975-yuan-haoran.htm
YUCEL Mehmet Gurhan,YUCEL MG,Male,1982-06-22,Turkey,Wrestling,Judge,../../../en/results/wrestling/athlete-profile-n1543328-yucel-mehmet-gurhan.htm
ZAHONYI Tamas,ZAHONYI T,Male,1978-05-29,Hungary,Judo,Judge,../../../en/results/judo/athlete-profile-n1337952-zahonyi-tamas.htm
ZALESKI Carol,ZALESKI C,Female,1938-08-23,United States of America,Diving,Judge,../../../en/results/diving/athlete-profile-n1573205-zaleski-carol.htm
ZALESKI Carol,ZALESKI C,Female,1938-08-23,United States of America,Water Polo,Judge,../../../en/results/water-polo/athlete-profile-n1573205-zaleski-carol.htm
ZAMPIERI Marco,ZAMPIERI M,Male,1974-02-08,Italy,Diving,Judge,../../../en/results/diving/athlete-profile-n1572005-zampieri-marco.htm
ZEEGELAAR Zachari,ZEEGELAAR Z,Male,1989-10-03,Suriname,Football,Assistant Referee,../../../en/results/football/athlete-profile-n1561951-zeegelaar-zachari.htm
ZHANG Guo,ZHANG G,Male,1977-03-05,People's Republic of China,Boxing,Judge,../../../en/results/boxing/athlete-profile-n1503860-zhang-guo.htm
ZHANG Liang,ZHANG L,Male,1984-08-05,People's Republic of China,Water Polo,Referee,../../../en/results/water-polo/athlete-profile-n1571969-zhang-liang.htm
ZHAO Qi,ZHAO Q,Male,1974-05-01,People's Republic of China,Diving,Judge,../../../en/results/diving/athlete-profile-n1573168-zhao-qi.htm
ZHOU Jihong,ZHOU J.,Female,1965-01-11,People's Republic of China,Diving,Judge,../../../en/results/diving/athlete-profile-n1573136-zhou-jihong.htm
ZHU Linfang,ZHU L,Female,1982-09-25,People's Republic of China,Taekwondo,Referee,../../../en/results/taekwondo/athlete-profile-n1496744-zhu-linfang.htm
ZINGER Edward,ZINGER E,Male,1969-07-21,Canada,Wrestling,Judge,../../../en/results/wrestling/athlete-profile-n1542965-zinger-edward.htm
ZOURAK Adil,ZOURAK A,Male,1978-08-25,Morocco,Football,Video Assistant Referee (VAR),../../../en/results/football/athlete-profile-n1562057-zourak-adil.htm
ZWART Michiel,ZWART M,Male,1986-11-08,Netherlands,Water Polo,Referee,../../../en/results/water-polo/athlete-profile-n1572083-zwart-michiel.htm
ZWI Noam,ZWI N,Male,1958-04-20,Israel,Diving,Judge,../../../en/results/diving/athlete-profile-n1571974-zwi-noam.htm
ZWI Noam,ZWI N,Male,1958-04-20,Israel,Water Polo,Judge,../../../en/results/water-polo/athlete-profile-n1571974-zwi-noam.htm
